Page not found · GitHub Pages




404
File not found

        The site configured at this address does not
        contain the requested file.
      

        If this is your site,make sure that the filename case matches the URL
巩义综合,http://171.8.168.153:8811/rtp/239.16.20.43:10430
荥阳综合频道,http://171.8.168.153:8811/rtp/239.16.20.44:10440
新郑TV-1,http://171.8.168.153:8811/rtp/239.16.20.45:10450
渑池新闻综合,http://171.8.168.153:8811/rtp/239.16.20.47:10470
淅川电视台-1,http://171.8.168.153:8811/rtp/239.16.20.48:10480
新蔡TV,http://171.8.168.153:8811/rtp/239.16.20.49:10490
镇平新闻综合,http://171.8.168.153:8811/rtp/239.16.20.50:10500
健康中原,http://171.8.168.153:8811/rtp/239.16.20.52:10520
灵宝综合频道,http://171.8.168.153:8811/rtp/239.16.20.59:10590
宝丰TV-1,http://171.8.168.153:8811/rtp/239.16.20.63:10630
SiTV东方财经,http://171.8.168.153:8811/rtp/239.16.20.64:10640
湖南快乐垂钓,http://171.8.168.153:8811/rtp/239.16.20.67:10670
湖南茶频道,http://171.8.168.153:8811/rtp/239.16.20.68:10680
湖南先锋乒羽 720,http://171.8.168.153:8811/rtp/239.16.20.69:10690
NNM家庭理财,http://171.8.168.153:8811/rtp/239.16.20.70:10700
江苏优漫卡通,http://171.8.168.153:8811/rtp/239.16.20.103:11030
湖南金鹰卡通,http://171.8.168.153:8811/rtp/239.16.20.104:11040
北京卡酷少儿,http://171.8.168.153:8811/rtp/239.16.20.105:11050
上海哈哈炫动 720,http://171.8.168.153:8811/rtp/239.16.20.106:11060
广东嘉佳卡通,http://171.8.168.153:8811/rtp/239.16.20.107:11070
南乐综合,http://171.8.168.153:8811/rtp/239.16.20.108:11080
义马电视台,http://171.8.168.153:8811/rtp/239.16.20.109:11090
SiTV乐游,http://171.8.168.153:8811/rtp/239.16.20.111:11110
SiTV游戏风云,http://171.8.168.153:8811/rtp/239.16.20.112:11120
SiTV极速汽车,http://171.8.168.153:8811/rtp/239.16.20.113:11130
SiTV生活时尚,http://171.8.168.153:8811/rtp/239.16.20.114:11140
SiTV金色学堂,http://171.8.168.153:8811/rtp/239.16.20.115:11150
美食汇,http://171.8.168.153:8811/rtp/239.16.20.117:11170
棋牌汇,http://171.8.168.153:8811/rtp/239.16.20.118:11180
北京家有购物,http://171.8.168.153:8811/rtp/239.16.20.119:11190
河南移动戏曲,http://171.8.168.153:8811/rtp/239.16.20.120:11200
河南睛彩中原,http://171.8.168.153:8811/rtp/239.16.20.122:11220
江西陶瓷,http://171.8.168.153:8811/rtp/239.16.20.124:11240
摄影频道,http://171.8.168.153:8811/rtp/239.16.20.125:11250
天元围棋,http://171.8.168.153:8811/rtp/239.16.20.126:11260
体育赛事,http://171.8.168.153:8811/rtp/239.16.20.128:11280
江苏财富天下 720,http://171.8.168.153:8811/rtp/239.16.20.129:11290
书画频道,http://171.8.168.153:8811/rtp/239.16.20.130:11300
环球旅游,http://171.8.168.153:8811/rtp/239.16.20.131:11310
中华特产,http://171.8.168.153:8811/rtp/239.16.20.132:11320
中央新影老故事,http://171.8.168.153:8811/rtp/239.16.20.133:11330
车迷频道,http://171.8.168.153:8811/rtp/239.16.20.134:11340
渑池新闻综合,http://171.8.168.153:8811/rtp/239.16.20.135:11350
叶县电视台-1,http://171.8.168.153:8811/rtp/239.16.20.136:11360
平顶山新闻综合,http://171.8.168.153:8811/rtp/239.16.20.137:11370
新乡新闻综合,http://171.8.168.153:8811/rtp/239.16.20.139:11390
焦作综合,http://171.8.168.153:8811/rtp/239.16.20.140:11400
鹤壁新闻综合,http://171.8.168.153:8811/rtp/239.16.20.142:11420
安阳新闻综合,http://171.8.168.153:8811/rtp/239.16.20.144:11440
三门峡新闻综合,http://171.8.168.153:8811/rtp/239.16.20.145:11450
平顶山城市频道,http://171.8.168.153:8811/rtp/239.16.20.151:11510
平顶山公共频道,http://171.8.168.153:8811/rtp/239.16.20.152:11520
湖南金鹰纪实,http://171.8.168.153:8811/rtp/239.16.20.153:11530
新乡公共,http://171.8.168.153:8811/rtp/239.16.20.154:11540
焦作公共,http://171.8.168.153:8811/rtp/239.16.20.155:11550
SiTV法治天地,http://171.8.168.153:8811/rtp/239.16.20.156:11560
焦作教育,http://171.8.168.153:8811/rtp/239.16.20.157:11570
百视通4K,http://171.8.168.153:8811/rtp/239.16.20.158:11580
河南欢腾购物,http://171.8.168.153:8811/rtp/239.16.20.169:11690
河南公共频道,http://171.8.168.153:8811/rtp/239.16.20.170:11700
河南梨园频道,http://171.8.168.153:8811/rtp/239.16.20.171:11710
河南文物宝库,http://171.8.168.153:8811/rtp/239.16.20.172:11720
河南武术世界,http://171.8.168.153:8811/rtp/239.16.20.173:11730
济源-1,http://171.8.168.153:8811/rtp/239.16.20.174:11740
濮阳新闻综合,http://171.8.168.153:8811/rtp/239.16.20.175:11750
洛阳-2 科教频道,http://171.8.168.153:8811/rtp/239.16.20.177:11770
洛阳-3文旅频道,http://171.8.168.153:8811/rtp/239.16.20.178:11780
洛阳-1新闻综合,http://171.8.168.153:8811/rtp/239.16.20.179:11790
新县综合,http://171.8.168.153:8811/rtp/239.16.20.183:11830
濮阳公共,http://171.8.168.153:8811/rtp/239.16.20.184:11840
卫辉电视台,http://171.8.168.153:8811/rtp/239.16.20.191:11910
孟津综合,http://171.8.168.153:8811/rtp/239.16.20.192:11920
安阳科教,http://171.8.168.153:8811/rtp/239.16.20.193:11930
河南乡村频道,http://171.8.168.153:8811/rtp/239.16.20.195:11950
河南国际频道,http://171.8.168.153:8811/rtp/239.16.20.196:11960
河南调解剧场,http://171.8.168.153:8811/rtp/239.16.20.197:11970
通许综合,http://171.8.168.153:8811/rtp/239.16.20.198:11980
山西优购物,http://171.8.168.153:8811/rtp/239.16.20.200:12000
聚鲨环球精选,http://171.8.168.153:8811/rtp/239.16.20.201:12010
江西风尚购物,http://171.8.168.153:8811/rtp/239.16.20.202:12020
央广购物,http://171.8.168.153:8811/rtp/239.16.20.203:12030
河南移动电视,http://171.8.168.153:8811/rtp/239.16.20.204:12040
淇县电视台,http://171.8.168.153:8811/rtp/239.16.20.205:12050
宜阳综合,http://171.8.168.153:8811/rtp/239.16.20.206:12060
汝阳综合频道,http://171.8.168.153:8811/rtp/239.16.20.207:12070
原阳电视台,http://171.8.168.153:8811/rtp/239.16.20.208:12080
宝丰-1,http://171.8.168.153:8811/rtp/239.16.20.209:12090
延津电视台,http://171.8.168.153:8811/rtp/239.16.20.210:12100
江西陶瓷,http://171.8.168.153:8811/rtp/239.16.20.214:12140
体育赛事,http://171.8.168.153:8811/rtp/239.16.20.215:12150
大象新闻,http://171.8.168.153:8811/rtp/239.16.20.216:12160
大剧院,http://171.8.168.153:8811/rtp/239.16.20.217:12170
百视通4K测试,http://171.8.168.153:8811/rtp/239.16.20.223:12230
百视通4K测试,http://171.8.168.153:8811/rtp/239.16.20.225:12250
舞钢电视台-1,http://171.8.168.153:8811/rtp/239.16.20.227:12270
内黄综合,http://171.8.168.153:8811/rtp/239.16.20.228:12280
河南欢腾购物 8M1440,http://171.8.168.153:8811/rtp/239.16.20.231:12310
国学频道,http://171.8.168.153:8811/rtp/239.16.20.232:12320
河南欢腾购物 8M1440,http://171.8.168.153:8811/rtp/239.16.20.233:12330
嵩县综合新闻,http://171.8.168.153:8811/rtp/239.16.20.234:12340
郏县综合,http://171.8.168.153:8811/rtp/239.16.20.235:12350
义马电视台,http://171.8.168.153:8811/rtp/239.16.20.236:12360
南乐综合,http://171.8.168.153:8811/rtp/239.16.20.237:12370
4K测试,http://171.8.168.153:8811/rtp/239.16.20.238:12380
健康中原,http://171.8.168.153:8811/rtp/239.16.20.239:12390
卢氏综合,http://171.8.168.153:8811/rtp/239.16.20.240:12400
平煤综合,http://171.8.168.153:8811/rtp/239.16.20.241:12410
国学频道,http://171.8.168.153:8811/rtp/239.16.20.242:12420
大美河南,http://171.8.168.153:8811/rtp/239.16.20.243:12430
平煤安全环保,http://171.8.168.153:8811/rtp/239.16.20.244:12440
百视通4K测试,http://171.8.168.153:8811/rtp/239.16.20.249:12490
百视通4K,http://171.8.168.153:8811/rtp/239.16.20.254:12540
新密综合频道,http://171.8.168.153:8811/rtp/239.16.10.31:2000
登封综合,http://171.8.168.153:8811/rtp/239.16.10.32:2000
巩义综合,http://171.8.168.153:8811/rtp/239.16.10.33:2000
荥阳综合频道,http://171.8.168.153:8811/rtp/239.16.10.34:2000
新郑TV-1,http://171.8.168.153:8811/rtp/239.16.10.35:2000
淅川电视台-1,http://171.8.168.153:8811/rtp/239.16.10.38:2000
禹州电视台,http://171.8.168.153:8811/rtp/239.16.10.39:2000
西平电视台-1,http://171.8.168.153:8811/rtp/239.16.10.41:2000
新蔡TV,http://171.8.168.153:8811/rtp/239.16.10.45:2000
镇平新闻综合,http://171.8.168.153:8811/rtp/239.16.10.46:2000
许昌综合,http://171.8.168.153:8811/rtp/239.16.10.47:2000
漯河新闻综合,http://171.8.168.153:8811/rtp/239.16.10.49:2000
信阳新闻综合,http://171.8.168.153:8811/rtp/239.16.10.52:2000
驻马店2公共频道,http://171.8.168.153:8811/rtp/239.16.10.54:2000
开封1新闻综合,http://171.8.168.153:8811/rtp/239.16.10.57:2000
南阳1新闻综合,http://171.8.168.153:8811/rtp/239.16.10.58:2000
周口新闻综合,http://171.8.168.153:8811/rtp/239.16.10.59:2000
许昌农业科教,http://171.8.168.153:8811/rtp/239.16.10.60:2000
许昌公共,http://171.8.168.153:8811/rtp/239.16.10.61:2000
信阳文旅频道,http://171.8.168.153:8811/rtp/239.16.10.71:2000
浉河广电中心,http://171.8.168.153:8811/rtp/239.16.10.72:2000
平桥广电中心,http://171.8.168.153:8811/rtp/239.16.10.73:2000
家有购物,http://171.8.168.153:8811/rtp/239.16.10.75:2000
河南移动戏曲,http://171.8.168.153:8811/rtp/239.16.10.76:2000
河南睛彩中原,http://171.8.168.153:8811/rtp/239.16.10.78:2000
河南移动电视,http://171.8.168.153:8811/rtp/239.16.10.79:2000
杞县新闻综合,http://171.8.168.153:8811/rtp/239.16.10.80:2000
郸城,http://171.8.168.153:8811/rtp/239.16.10.84:2000
永城新闻联播,http://171.8.168.153:8811/rtp/239.16.10.93:2000
光山综合,http://171.8.168.153:8811/rtp/239.16.10.94:2000
唐河TV-1,http://171.8.168.153:8811/rtp/239.16.10.95:2000
上蔡-1,http://171.8.168.153:8811/rtp/239.16.10.97:2000
哈哈炫动,http://171.8.168.153:8811/rtp/239.16.10.117:2000
河南民生频道,http://171.8.168.153:8811/rtp/239.16.10.121:2000
河南法治频道,http://171.8.168.153:8811/rtp/239.16.10.122:2000
河南电视剧频道,http://171.8.168.153:8811/rtp/239.16.10.123:2000
河南新闻频道,http://171.8.168.153:8811/rtp/239.16.10.124:2000
河南欢腾购物,http://171.8.168.153:8811/rtp/239.16.10.125:2000
河南公共频道,http://171.8.168.153:8811/rtp/239.16.10.126:2000
健康中原,http://171.8.168.153:8811/rtp/239.16.10.131:2000
河南戏曲,http://171.8.168.153:8811/rtp/239.16.10.148:2000
河南文博,http://171.8.168.153:8811/rtp/239.16.10.149:2000
河南功夫,http://171.8.168.153:8811/rtp/239.16.10.150:2000
商丘1新闻综合,http://171.8.168.153:8811/rtp/239.16.10.153:2000
郑州1新闻综合,http://171.8.168.153:8811/rtp/239.16.10.154:2000
郑州2商都频道,http://171.8.168.153:8811/rtp/239.16.10.155:2000
郑州3文体频道,http://171.8.168.153:8811/rtp/239.16.10.156:2000
郑州4影视戏曲,http://171.8.168.153:8811/rtp/239.16.10.157:2000
郑州5妇女儿童,http://171.8.168.153:8811/rtp/239.16.10.158:2000
郑州6都市生活,http://171.8.168.153:8811/rtp/239.16.10.159:2000
南阳3科教,http://171.8.168.153:8811/rtp/239.16.10.164:2000
南阳2公共,http://171.8.168.153:8811/rtp/239.16.10.165:2000
新县综合,http://171.8.168.153:8811/rtp/239.16.10.166:2000
商丘2公共频道,http://171.8.168.153:8811/rtp/239.16.10.168:2000
商丘3文体科教,http://171.8.168.153:8811/rtp/239.16.10.169:2000
驻马店1新闻综合频道,http://171.8.168.153:8811/rtp/239.16.10.170:2000
驻马店3科教频道,http://171.8.168.153:8811/rtp/239.16.10.171:2000
周口公共频道,http://171.8.168.153:8811/rtp/239.16.10.172:2000
周口教育频道,http://171.8.168.153:8811/rtp/239.16.10.173:2000
开封2文化旅游,http://171.8.168.153:8811/rtp/239.16.10.177:2000
舞阳新闻综合,http://171.8.168.153:8811/rtp/239.16.10.179:2000
临颍综合,http://171.8.168.153:8811/rtp/239.16.10.180:2000
河南乡村频道,http://171.8.168.153:8811/rtp/239.16.10.181:2000
河南国际频道,http://171.8.168.153:8811/rtp/239.16.10.182:2000
百姓调解,http://171.8.168.153:8811/rtp/239.16.10.183:2000
美食汇,http://171.8.168.153:8811/rtp/239.16.10.185:2000
棋牌汇,http://171.8.168.153:8811/rtp/239.16.10.186:2000
纪实人文,http://171.8.168.153:8811/rtp/239.16.10.190:2000
未知,http://171.8.168.153:8811/rtp/239.16.10.191:2000
大象新闻,http://171.8.168.153:8811/rtp/239.16.10.192:2000
未知,http://171.8.168.153:8811/rtp/239.16.10.193:2000
优购物,http://171.8.168.153:8811/rtp/239.16.10.205:2000
聚鲨环球精选,http://171.8.168.153:8811/rtp/239.16.10.206:2000
风尚购物,http://171.8.168.153:8811/rtp/239.16.10.207:2000
央广购物,http://171.8.168.153:8811/rtp/239.16.10.208:2000
河南4K实验 6M2160,http://171.8.168.153:8811/rtp/239.16.10.210:2000
项城电视台,http://171.8.168.153:8811/rtp/239.16.10.214:2000
河南欢腾购物,http://171.8.168.153:8811/rtp/239.16.10.216:2000
国学频道,http://171.8.168.153:8811/rtp/239.16.10.217:2000
河南IPTV导视,http://171.8.168.153:8811/rtp/239.16.10.218:2000
SiTV都市剧场,http://171.8.168.153:8811/rtp/239.16.10.232:2000
SiTV欢笑剧场 720,http://171.8.168.153:8811/rtp/239.16.10.233:2000
SiTV动漫秀场,http://171.8.168.153:8811/rtp/239.16.10.234:2000
SiTV东方财经,http://171.8.168.153:8811/rtp/239.16.10.235:2000
CGTN英语,http://222.141.132.10:8888/rtp/225.1.5.34:1344
CGTN英文纪录,http://222.141.132.10:8888/rtp/225.1.5.35:1345
CGTN西班牙语,http://222.141.132.10:8888/rtp/225.1.5.36:1346
CGTN法语,http://222.141.132.10:8888/rtp/225.1.5.37:1347
CGTN阿拉伯语,http://222.141.132.10:8888/rtp/225.1.5.38:1348
CGTN俄语,http://222.141.132.10:8888/rtp/225.1.5.39:1349
爱上-4k,http://222.141.132.10:8888/rtp/225.1.4.162:1204
卡酷动画,http://222.141.132.10:8888/rtp/225.1.4.48:1077
金鹰纪实高清,http://222.141.132.10:8888/rtp/225.1.4.172:1711
山东教育,http://222.141.132.10:8888/rtp/225.1.4.164:1205
爱体育高清,http://222.141.132.10:8888/rtp/225.1.4.168:1220
高清纪实,http://222.141.132.10:8888/rtp/225.1.4.170:1222
大象新闻,http://222.141.132.10:8888/rtp/225.1.5.45:1355
现场直播,http://222.141.132.10:8888/rtp/225.1.5.42:1352
河南IPTV-导视,http://222.141.132.10:8888/rtp/225.1.4.194:1244
调解剧场,http://222.141.132.10:8888/rtp/225.1.5.49:1359
体育竞技高清,http://222.141.132.10:8888/rtp/225.1.4.235:1281
网络棋牌,http://222.141.132.10:8888/rtp/225.1.4.211:1264
乒羽频道,http://222.141.132.10:8888/rtp/225.1.4.210:1263
新动漫,http://222.141.132.10:8888/rtp/225.1.4.212:1265
音乐现场,http://222.141.132.10:8888/rtp/225.1.4.184:1224
爱生活,http://222.141.132.10:8888/rtp/225.1.4.176:1225
好学生,http://222.141.132.10:8888/rtp/225.1.4.177:1226
国学,http://222.141.132.10:8888/rtp/225.1.4.178:1227
早教,http://222.141.132.10:8888/rtp/225.1.4.179:1228
高网,http://222.141.132.10:8888/rtp/225.1.4.180:1229
军事,http://222.141.132.10:8888/rtp/225.1.4.181:1230
美妆,http://222.141.132.10:8888/rtp/225.1.4.182:1231
地理,http://222.141.132.10:8888/rtp/225.1.4.183:1232
经典电影,http://222.141.132.10:8888/rtp/225.1.4.175:1233
精选,http://222.141.132.10:8888/rtp/225.1.4.253:1299
美食汇,http://222.141.132.10:8888/rtp/225.1.5.52:1362
棋牌汇,http://222.141.132.10:8888/rtp/225.1.5.51:1361
足球,http://222.141.132.10:8888/rtp/225.1.4.200:1250
IPTV谍战剧场,http://222.141.132.10:8888/rtp/225.1.4.185:1240
IPTV相声小品,http://222.141.132.10:8888/rtp/225.1.4.186:1235
IPTV野外,http://222.141.132.10:8888/rtp/225.1.4.187:1236
IPTV法治,http://222.141.132.10:8888/rtp/225.1.4.188:1237
少儿动画,http://222.141.132.10:8888/rtp/225.1.4.189:1238
热播剧场,http://222.141.132.10:8888/rtp/225.1.4.190:1239
魅力时尚,http://222.141.132.10:8888/rtp/225.1.4.205:1253
爱综艺,http://222.141.132.10:8888/rtp/225.1.4.204:1252
爱体育,http://222.141.132.10:8888/rtp/225.1.4.5:1034
爱电影,http://222.141.132.10:8888/rtp/225.1.4.6:1035
爱大剧,http://222.141.132.10:8888/rtp/225.1.4.8:1037
收视指南,http://222.141.132.10:8888/rtp/225.1.4.50:1079
环球购物,http://222.141.132.10:8888/rtp/225.1.4.229:1275
家有购物,http://222.141.132.10:8888/rtp/225.1.4.223:1273
央广购物,http://222.141.132.10:8888/rtp/225.1.4.230:1276
快乐购,http://222.141.132.10:8888/rtp/225.1.4.231:1277
好享购物,http://222.141.132.10:8888/rtp/225.1.4.232:1278
风尚购物,http://222.141.132.10:8888/rtp/225.1.4.233:1279
国学频道,http://222.141.132.10:8888/rtp/225.1.4.196:1311
河南移动电视,http://222.141.132.10:8888/rtp/225.1.5.40:1350
河南都市频道高清,http://222.141.132.10:8888/rtp/225.1.4.52:1081
河南民生频道,http://222.141.132.10:8888/rtp/225.1.4.53:1082
河南法治频道,http://222.141.132.10:8888/rtp/225.1.4.54:1083
河南电视剧频道高清,http://222.141.132.10:8888/rtp/225.1.4.55:1084
河南新闻频道,http://222.141.132.10:8888/rtp/225.1.4.56:1085
河南欢腾购物,http://222.141.132.10:8888/rtp/225.1.4.57:1086
河南公共频道高清,http://222.141.132.10:8888/rtp/225.1.4.58:1087
河南乡村频道,http://222.141.132.10:8888/rtp/225.1.4.120:1149
河南国际频道,http://222.141.132.10:8888/rtp/225.1.4.102:1131
睛彩中原,http://222.141.132.10:8888/rtp/225.1.4.163:1203
移动戏曲,http://222.141.132.10:8888/rtp/225.1.4.206:1254
河南文物宝库,http://222.141.132.10:8888/rtp/225.1.4.100:1129
河南梨园频道,http://222.141.132.10:8888/rtp/225.1.4.99:1128
河南武术世界,http://222.141.132.10:8888/rtp/225.1.4.101:1130
郑州时政高清,http://222.141.132.10:8888/rtp/225.1.4.140:1176
郑州商都高清,http://222.141.132.10:8888/rtp/225.1.4.141:1177
郑州文体高清,http://222.141.132.10:8888/rtp/225.1.4.142:1178
郑州影视戏曲,http://222.141.132.10:8888/rtp/225.1.4.146:1182
郑州妇女儿童,http://222.141.132.10:8888/rtp/225.1.4.147:1183
郑州都市生活,http://222.141.132.10:8888/rtp/225.1.4.149:1185
郑州市教育电视台,http://222.141.132.10:8888/rtp/225.1.4.191:1241
新密综合,http://222.141.132.10:8888/rtp/225.1.4.239:1285
登封综合,http://222.141.132.10:8888/rtp/225.1.4.240:1286
中牟综合,http://222.141.132.10:8888/rtp/225.1.4.244:1290
欢腾购物,http://222.141.132.10:8888/rtp/225.1.4.236:1282
健康中原,http://222.141.132.10:8888/rtp/225.1.5.48:1358
巩义综合,http://222.141.132.10:8888/rtp/225.1.5.50:1360
新郑综合,http://222.141.132.10:8888/rtp/225.1.4.243:1289
中央新影中学生,http://222.141.132.10:8888/rtp/225.1.5.20:1331
环球旅游,http://222.141.132.10:8888/rtp/225.1.5.18:1329
乐游,http://222.141.132.10:8888/rtp/225.1.5.13:1324
都市剧场,http://222.141.132.10:8888/rtp/225.1.5.7:1318
欢笑剧场,http://222.141.132.10:8888/rtp/225.1.5.8:1319
动漫秀场,http://222.141.132.10:8888/rtp/225.1.5.9:1320
优优宝贝,http://222.141.132.10:8888/rtp/225.1.5.17:1328
四海钓鱼,http://222.141.132.10:8888/rtp/225.1.5.12:1323
法治世界,http://222.141.132.10:8888/rtp/225.1.5.21:1332
游戏风云,http://222.141.132.10:8888/rtp/225.1.5.14:1325
金色学堂,http://222.141.132.10:8888/rtp/225.1.5.15:1326
快乐垂钓,http://222.141.132.10:8888/rtp/225.1.5.10:1321
茶频道,http://222.141.132.10:8888/rtp/225.1.5.11:1321
信阳新闻综合,http://222.141.132.10:8888/rtp/225.1.4.130:1166
信阳文旅,http://222.141.132.10:8888/rtp/225.1.4.137:1173
信阳浉河广电,http://222.141.132.10:8888/rtp/225.1.5.43:1353
信阳平桥广电,http://222.141.132.10:8888/rtp/225.1.5.44:1354
洛阳新闻综合,http://222.141.132.10:8888/rtp/225.1.4.104:1133
洛阳新闻综合,http://222.141.132.10:8888/rtp/225.1.4.107:1135
洛阳科教,http://222.141.132.10:8888/rtp/225.1.4.105:1134
洛阳文旅,http://222.141.132.10:8888/rtp/225.1.4.106:1135
淅川电视台,http://222.141.132.10:8888/rtp/225.1.4.112:1292
孟津综合,http://222.141.132.10:8888/rtp/225.1.5.22:1333
宜阳综合,http://222.141.132.10:8888/rtp/225.1.5.47:1357
嵩县新闻综合,http://222.141.132.10:8888/rtp/225.1.5.23:1335
焦作综合,http://222.141.132.10:8888/rtp/225.1.4.128:1164
焦作公共,http://222.141.132.10:8888/rtp/225.1.4.129:1165
济源电视台,http://222.141.132.10:8888/rtp/225.1.4.118:1147
许昌综合,http://222.141.132.10:8888/rtp/225.1.4.108:1137
许昌农业科教,http://222.141.132.10:8888/rtp/225.1.4.110:1139
禹州电视台,http://222.141.132.10:8888/rtp/225.1.4.238:1284
临颍综合,http://222.141.132.10:8888/rtp/225.1.5.26:1337
驻马店新闻综合,http://222.141.132.10:8888/rtp/225.1.4.132:1168
驻马店公共,http://222.141.132.10:8888/rtp/225.1.4.136:1172
驻马店科教,http://222.141.132.10:8888/rtp/225.1.4.133:1168
西平电视台,http://222.141.132.10:8888/rtp/225.1.5.29:1341
漯河新闻综合,http://222.141.132.10:8888/rtp/225.1.4.126:1162
漯河文旅,http://222.141.132.10:8888/rtp/225.1.4.127:1163
舞阳新闻综合,http://222.141.132.10:8888/rtp/225.1.5.27:1339
南阳新闻综合,http://222.141.132.10:8888/rtp/225.1.4.114:1142
南阳新闻综合,http://222.141.132.10:8888/rtp/225.1.4.115:1144
南阳科教,http://222.141.132.10:8888/rtp/225.1.4.116:1145
邓州综合,http://222.141.132.10:8888/rtp/225.1.4.193:1243
镇平新闻综合,http://222.141.132.10:8888/rtp/225.1.5.24:1336
三门峡新闻综合,http://222.141.132.10:8888/rtp/225.1.4.134:1170
三门峡文旅,http://222.141.132.10:8888/rtp/225.1.4.135:1171
渑池新闻综合,http://222.141.132.10:8888/rtp/225.1.4.246:1290
卢氏综合,http://222.141.132.10:8888/rtp/225.1.5.57:1367
陕州综合,http://222.141.132.10:8888/rtp/225.1.5.59:1369
平顶山新闻综合,http://222.141.132.10:8888/rtp/225.1.4.124:1160
平顶山城市频道,http://222.141.132.10:8888/rtp/225.1.4.125:1161
平顶山公共频道,http://222.141.132.10:8888/rtp/225.1.4.138:1173
平教育台,http://222.141.132.10:8888/rtp/225.1.5.55:1365
舞钢电视台1,http://222.141.132.10:8888/rtp/225.1.4.218:1271
郏县综合,http://222.141.132.10:8888/rtp/225.1.5.25:1337
BRTV纪实科教,http://222.141.132.10:8888/rtp/225.1.5.74:1384
中华特产,http://222.141.132.10:8888/rtp/225.1.5.19:1330
CGTN纪录,http://114.243.174.234:8888/rtp/239.3.1.216:4220
CGTN阿语,http://114.243.174.234:8888/rtp/239.3.1.219:4220
CGTN俄语,http://114.243.174.234:8888/rtp/239.3.1.220:4220
CGTN西语,http://114.243.174.234:8888/rtp/239.3.1.217:4220
CGTN法语,http://114.243.174.234:8888/rtp/239.3.1.218:4220
茶频道,http://114.243.174.234:8888/rtp/239.3.1.165:8001
金鹰纪实,http://114.243.174.234:8888/rtp/239.3.1.58:8156
快乐垂钓,http://114.243.174.234:8888/rtp/239.3.1.164:8001
中国交通,http://114.243.174.234:8888/rtp/239.3.1.188:8001
北京新闻,http://114.243.174.234:8888/rtp/239.3.1.159:8000
北京生活,http://114.243.174.234:8888/rtp/239.3.1.117:8000
北京影视,http://114.243.174.234:8888/rtp/239.3.1.158:8000
北京文艺,http://114.243.174.234:8888/rtp/239.3.1.242:8000
北京体育休闲,http://114.243.174.234:8888/rtp/239.3.1.243:8000
北京纪实科教,http://114.243.174.234:8888/rtp/239.3.1.115:8000
北京财经,http://114.243.174.234:8888/rtp/239.3.1.116:8000
北京国际,http://114.243.174.234:8888/rtp/239.3.1.235:8000
北京朝阳,http://114.243.174.234:8888/rtp/239.3.1.163:8001
北京密云,http://114.243.174.234:8888/rtp/239.3.1.154:8001
北京延庆,http://114.243.174.234:8888/rtp/239.3.1.187:8001
北京房山,http://114.243.174.234:8888/rtp/239.3.1.96:8001
北京通州,http://114.243.174.234:8888/rtp/239.3.1.221:8001
北京门头沟,http://114.243.174.234:8888/rtp/239.3.1.59:8001
淘电影,http://114.243.174.234:8888/rtp/239.3.1.250:8001
淘剧场,http://114.243.174.234:8888/rtp/239.3.1.95:8001
淘娱乐,http://114.243.174.234:8888/rtp/239.3.1.100:8001
淘baby,http://114.243.174.234:8888/rtp/239.3.1.238:8001
萌宠TV,http://114.243.174.234:8888/rtp/239.3.1.102:8001
睛彩竞技,http://114.243.174.234:8888/rtp/239.3.1.125:8001
睛彩广场舞,http://114.243.174.234:8888/rtp/239.3.1.128:8001
睛彩篮球,http://114.243.174.234:8888/rtp/239.3.1.126:8001
睛彩青少,http://114.243.174.234:8888/rtp/239.3.1.127:8001
聚鲨环球精选,http://114.243.174.234:8888/rtp/239.3.1.160:8001
聚鲨环球精选,http://114.243.174.234:8888/rtp/239.3.1.179:8001
IPTV少儿动画,http://114.243.174.234:8888/rtp/239.3.1.199:9000
IPTV热播剧场,http://114.243.174.234:8888/rtp/239.3.1.194:9020
IPTV经典电影,http://114.243.174.234:8888/rtp/239.3.1.195:9024
IPTV魅力时尚,http://114.243.174.234:8888/rtp/239.3.1.196:9012
财富天下,http://114.243.174.234:8888/rtp/239.3.1.53:9136
IPTV光影,http://114.243.174.234:8888/rtp/239.3.1.84:4120
IPTV军事,http://114.243.174.234:8888/rtp/239.3.1.76:4120
IPTV军旅剧场,http://114.243.174.234:8888/rtp/239.3.1.69:4120
IPTV军旅剧场,http://114.243.174.234:8888/rtp/239.3.1.68:4120
IPTV动作影院,http://114.243.174.234:8888/rtp/239.3.1.92:4120
IPTV动画,http://114.243.174.234:8888/rtp/239.3.1.80:4120
IPTV喜剧剧场,http://114.243.174.234:8888/rtp/239.3.1.91:4120
IPTV国学,http://114.243.174.234:8888/rtp/239.3.1.77:4120
IPTV地理,http://114.243.174.234:8888/rtp/239.3.1.71:4120
IPTV墨宝,http://114.243.174.234:8888/rtp/239.3.1.83:4120
IPTV好学生,http://114.243.174.234:8888/rtp/239.3.1.81:4120
IPTV家庭影院,http://114.243.174.234:8888/rtp/239.3.1.93:4120
IPTV影视,http://114.243.174.234:8888/rtp/239.3.1.88:4120
IPTV戏曲,http://114.243.174.234:8888/rtp/239.3.1.78:4120
IPTV早教,http://114.243.174.234:8888/rtp/239.3.1.79:4120
IPTV星影,http://114.243.174.234:8888/rtp/239.3.1.94:4120
IPTV武侠剧场,http://114.243.174.234:8888/rtp/239.3.1.90:4120
IPTV武术,http://114.243.174.234:8888/rtp/239.3.1.87:4120
